productid,avg_score,num_reviews
B0002NYMK4,3.769230769230769,13
B0002NYNYO,4.277777777777778,18
B0002NYNYY,4.277777777777778,18
B0002NYNZS,5.0,1
B0002NYO1G,4.571428571428571,28
B0002NYO1Q,4.571428571428571,28
B0002NYO20,4.571428571428571,28
B0002NYO2K,4.571428571428571,28
B0002NYO5M,5.0,5
B0002NYO5W,5.0,5
B0002NYO66,5.0,5
B0002NYO6Q,4.4375,16
B0002NYO70,4.4375,16
B0002NYO7U,4.333333333333333,3
B0002NYO84,4.333333333333333,3
B0002NYO8E,4.333333333333333,3
B0002NYO8Y,4.333333333333333,3
B0002NYO98,4.333333333333333,3
B0002NYO9I,4.333333333333333,3
B0002NYOIY,3.0,1
B0002NYOJ8,5.0,5
B0002O0126,4.222222222222222,18
B0002PCESY,5.0,3
B0002PCET8,4.3,10
B0002PCEU2,3.0,1
B0002PCFS8,5.0,2
B0002PHD30,3.75,4
B0002PHDAS,3.75,4
B0002PHDJY,4.5,2
B0002PHDLC,4.5,2
B0002PHDYO,4.5,6
B0002PHE8O,5.0,1
B0002PHEAC,5.0,1
B0002PHEDO,4.2,10
B0002PHEFW,4.2,10
B0002PHEU2,4.595744680851064,47
B0002PHEW0,4.595744680851064,47
B0002PHEXE,5.0,10
B0002PHEZC,4.731343283582089,67
B0002PHF2E,4.5,2
B0002PHF9M,4.5,2
B0002PHFBK,4.5,2
B0002PHFKQ,4.9,10
B0002PPW56,3.0,5
B0002PSOJW,4.753846153846154,65
B0002PSOLA,4.8,5
B0002PSOLU,4.0,1
B0002PSOPQ,2.0,1
B0002PUB9S,4.444444444444445,9
B0002Q1X6C,2.8636363636363638,22
B0002Q1XTY,4.5,2
B0002Q1XU8,4.5,2
B0002Q1XUI,4.5,2
B0002Q1XVC,5.0,1
B0002Q1XVM,5.0,1
B0002Q1XW6,5.0,3
B0002Q1XWG,5.0,3
B0002Q1XWQ,5.0,3
B0002Q9S96,5.0,1
B0002QEDC8,5.0,1
B0002QEEQI,5.0,2
B0002QEFDU,5.0,1
B0002QEFEE,1.8,5
B0002QEFIK,4.666666666666667,3
B0002QEFZS,4.0,1
B0002QEG34,5.0,6
B0002QEHOM,5.0,6
B0002QEHR4,3.6666666666666665,3
B0002QEHT2,4.25,4
B0002QEHTM,5.0,3
B0002QEIBE,3.0,3
B0002QEICI,4.25,4
B0002QEIE6,4.0,2
B0002QEIF0,3.0,2
B0002QEIX2,4.571428571428571,21
B0002QEJ04,5.0,1
B0002QEJM2,5.0,2
B0002QEK5I,5.0,1
B0002QEK7Q,5.0,1
B0002QEKMQ,5.0,1
B0002QEKNA,5.0,2
B0002QEKNU,5.0,1
B0002QEKPI,5.0,1
B0002QEL98,3.772727272727273,22
B0002QELDO,2.0,1
B0002QEWMO,3.5,2
B0002QEYWW,1.0,1
B0002QEZAI,4.2,5
B0002QEZBM,1.0,1
B0002QEZEE,5.0,1
B0002QF0BQ,5.0,1
B0002QF0KC,5.0,1
B0002QF0MA,5.0,1
B0002QF0N4,4.5,2
B0002QF0TS,3.0,2
B0002QF0UW,4.25,12
B0002QF1CO,5.0,2
B0002QF1LK,4.545454545454546,11
B0002QF27I,3.9411764705882355,17
B0002QF42Q,4.909090909090909,11
B0002QMA1O,5.0,1
B0002QX3PQ,5.0,1
B0002QX3Q0,4.666666666666667,39
B0002QXXXS,4.0,1
B0002R1HVC,3.948717948717949,39
B0002R38XC,3.4054054054054053,37
B0002R5Q1Y,3.8666666666666667,30
B0002RE0K2,4.928571428571429,14
B0002RE0L6,4.928571428571429,14
B0002RE16K,5.0,2
B0002RE17O,5.0,1
B0002REY7Q,4.928571428571429,14
B0002REYO4,5.0,1
B0002RF86W,5.0,1
B0002RI7JC,3.6,5
B0002RIRJW,5.0,2
B0002RJEO4,5.0,1
B0002RJFCK,5.0,4
B0002RT3B8,4.0,1
B0002RTYGM,5.0,2
B0002RVGFY,3.6666666666666665,3
B0002RWBZS,4.0,5
B0002SA9AQ,5.0,7
B0002SPRN0,3.8181818181818183,11
B0002SQ1MG,4.583333333333333,12
B0002SQ47I,4.909090909090909,11
B0002SQ4HS,4.6,10
B0002SQ6SA,3.0,2
B0002SW0EY,3.75,4
B0002SZG0Y,1.0,1
B0002SZG2C,5.0,1
B0002SZG2W,5.0,1
B0002TA77A,3.8666666666666667,15
B0002TIZLA,4.1875,16
B0002TJ3DO,1.0,1
B0002TJ77Q,3.0,1
B0002TJAWS,4.666666666666667,3
B0002TJAX2,4.666666666666667,3
B0002TJAXC,4.666666666666667,3
B0002TJAZK,2.3076923076923075,13
B0002TJB04,2.3076923076923075,13
B0002TJC6M,3.0,2
B0002TJC6W,5.0,1
B0002TJC7G,5.0,3
B0002TJDRA,3.4,5
B0002TJDRU,5.0,2
B0002TR5U2,4.857142857142857,7
B0002TR6D8,5.0,1
B0002TR6G0,5.0,2
B0002TR6YC,3.0,1
B0002TVW24,3.3636363636363638,11
B0002TVYWW,4.2727272727272725,11
B0002TW14C,5.0,1
B0002UDY9W,4.857142857142857,7
B0002UEEAA,4.894736842105263,19
B0002UEMF2,5.0,1
B0002UIKSM,5.0,6
B0002UKNZK,5.0,1
B0002UM1AA,4.6,5
B0002UMNDU,3.0,3
B0002UN690,2.3333333333333335,3
B0002UW3JO,4.8,5
B0002V9RNI,3.0,1
B0002V9Y5E,5.0,1
B0002VAHBY,5.0,1
B0002VKQ7O,3.25,8
B0002VLEUM,2.0,1
B0002VLEUW,5.0,2
B0002VQ4OI,3.888888888888889,9
B0002VS31U,5.0,1
B0002VUFJS,5.0,1
B0002VXYKU,5.0,1
B0002VXYL4,5.0,1
B0002VXYLO,5.0,1
B0002VXYQE,5.0,1
B0002VXYQO,4.5,2
B0002VXYQY,4.5,10
B0002VXZ3Q,4.285714285714286,7
B0002VXZ40,4.636363636363637,33
B0002VXZ4A,3.8333333333333335,6
B0002VXZ4K,3.8333333333333335,6
B0002W0RX6,5.0,1
B0002W0S4Y,5.0,1
B0002W2F9K,5.0,1
B0002WSOEK,4.636363636363637,11
B0002WT4N0,5.0,7
B0002WT53Y,4.8,5
B0002WT548,3.5,2
B0002WT54S,5.0,3
B0002WT552,4.0,3
B0002X4PYC,5.0,1
B0002X8HB4,3.9324324324324325,74
B0002X8HBO,5.0,1
B0002X8HCS,5.0,1
B0002X8HOG,4.5,4
B0002X8HOQ,4.666666666666667,6
B0002X8HS2,5.0,1
B0002X9K9M,4.428571428571429,7
B0002XAF2S,5.0,1
B0002XAFTG,4.344262295081967,61
B0002XAG18,4.0,1
B0002XAG36,4.2,10
B0002XAG40,4.5,2
B0002XAGBI,5.0,1
B0002XAGN6,5.0,2
B0002XAGNQ,5.0,3
B0002XCIA0,5.0,1
B0002XCIPU,5.0,2
B0002XCIQO,5.0,1
B0002XCIQY,5.0,1
B0002XCITG,5.0,1
B0002XEI9O,4.375,8
B0002XEM04,2.0,3
B0002XIAXE,3.8,5
B0002XIB2Y,5.0,4
B0002XIB60,2.0,1
B0002XIB6K,5.0,2
B0002XIBHY,4.0,5
B0002XIBJ2,3.5,6
B0002XIBJW,4.5,2
B0002XIBLA,4.0,8
B0002XIBO2,4.916666666666667,12
B0002XIBOM,5.0,1
B0002XIBQU,5.0,10
B0002XIBRE,5.0,4
B0002XIBYM,5.0,2
B0002XIBZ6,4.0,4
B0002XIC0U,3.6153846153846154,13
B0002XIC1O,4.8,5
B0002XIC4Q,5.0,1
B0002XICLO,4.166666666666667,6
B0002XICM8,3.7142857142857144,7
B0002XICNW,5.0,1
B0002XK1ZE,4.5,2
B0002XQNZG,5.0,1
B0002XVF4A,3.3333333333333335,6
B0002Y121K,4.9,40
B0002Y1QCU,4.5,2
B0002Y1QDE,5.0,1
B0002Y1QDO,5.0,1
B0002Y2TRG,2.0,1
B0002Y2TSK,2.5,2
B0002Y2TSU,4.25,12
B0002Y2TTE,2.5,2
B0002Y2TTO,4.25,12
B0002Y2TTY,3.6666666666666665,3
B0002Y2TU8,2.5,2
B0002Y2TUI,4.25,12
B0002Y2TVW,3.230769230769231,13
B0002Y2TWQ,4.166666666666667,18
B0002YB20Q,4.0,6
B0002YB210,4.2,5
B0002YB21A,4.5,12
B0002YB3W8,3.6666666666666665,3
B0002YB3XC,3.3333333333333335,6
B0002YB3YG,4.0,3
B0002YB3ZK,5.0,4
B0002YB40O,4.0588235294117645,17
B0002YBAX0,5.0,1
B0002YBYCW,5.0,1
B0002YBYEK,5.0,2
B0002YEXWA,5.0,1
B0002YEXWK,5.0,1
B0002YEXWU,5.0,1
B0002YGS96,5.0,1
B0002YGSA0,4.923076923076923,13
B0002YGSBO,5.0,2
B0002YGSCI,4.964285714285714,28
B0002YGSFA,3.6666666666666665,3
B0002YGSJQ,4.833333333333333,18
B0002YHS1S,5.0,2
B0002YHS2C,5.0,2
B0002YHU7A,3.0,1
B0002YHU7K,5.0,1
B0002YHZH0,5.0,2
B0002YTLLS,3.5,4
B0002YW26E,3.5476190476190474,84
B0002YX8QC,3.9473684210526314,19
B0002YX8RQ,5.0,3
B0002Z18QI,5.0,2
B0002Z18RW,4.666666666666667,6
B0002Z18SQ,5.0,2
B0002Z215K,5.0,1
B0002Z21DW,5.0,1
B0002Z22GS,4.5,2
B0002Z22WW,5.0,1
B0002Z3I9S,5.0,3
B0002Z81EK,5.0,3
B0002Z9BF8,4.571428571428571,7
B0002Z9BFS,5.0,1
B0002Z9CJS,5.0,2
B0002ZAE90,3.857142857142857,7
B0002ZAE9A,5.0,1
B0002ZAEEU,4.0,2
B0002ZAET0,5.0,1
B0002ZAF58,4.5,2
B0002ZAFKS,5.0,1
B0002ZAFYO,4.0,1
B0002ZAZSK,4.5,2
B0002ZBIYU,1.0,1
B0002ZFNF0,5.0,1
B0002ZFNI2,5.0,3
B0002ZFNKU,5.0,1
B0002ZFP58,5.0,4
B0002ZFP80,3.0,2
B0002ZFPAS,5.0,1
B0002ZFPIU,3.3333333333333335,15
B0002ZILVI,3.75,4
B0002ZIMDK,3.1666666666666665,6
B0002ZINBQ,5.0,2
B0002ZS3WA,4.0,1
B0002ZS3WU,3.0,1
B0002ZWHKE,5.0,1
B000306AU6,4.0,2
B000306AUG,4.333333333333333,6
B00030AT0I,3.5,2
B00030CK7S,5.0,1
B00030M38E,4.0,3
B000328VL0,3.1666666666666665,6
B000328YSA,5.0,1
B0003290ME,4.3,10
B000329588,4.0,1
B0003295CE,3.3333333333333335,3
B000329KRE,3.0,2
B000329OOI,3.2,5
B000329Q0A,1.0,1
B000329QNC,5.0,4
B000329RIQ,5.0,1
B000329Z92,5.0,2
B00032A4X8,3.0,5
B00032A7N0,5.0,1
B00032A8UM,4.333333333333333,6
B00032AHNU,5.0,1
B00032AIIE,5.0,1
B00032AIWU,5.0,5
B00032AKAA,3.75,4
B00032ANFC,3.25,4
B00032B0UY,5.0,2
B00032B7AM,5.0,1
B00032B7SO,5.0,1
B00032B8O2,3.3333333333333335,3
B00032B982,4.173913043478261,23
B00032BG3K,3.0,4
B00032BPBS,1.0,1
B00032BPCM,5.0,1
B00032C4SQ,4.5,2
B00032C85U,5.0,1
B00032C8T6,4.2727272727272725,11
B00032CH6A,2.2857142857142856,7
B00032CHLA,5.0,1
B00032CNP0,5.0,2
B00032COEA,5.0,4
B00032COEK,5.0,1
B00032CPBM,5.0,1
B00032CS7I,5.0,8
B00032CT4A,1.0,1
B00032CUE4,5.0,1
B00032CV0M,1.0,1
B00032CV8O,5.0,8
B00032CW9W,4.0,2
B00032DSAE,4.0,2
B00032DT6M,5.0,1
B00032DWE6,5.0,1
B00032E1J6,5.0,3
B00032E7Y0,5.0,1
B00032EGE6,4.75,16
B00032EGFK,3.5,6
B00032EGGO,5.0,6
B00032EGHI,5.0,2
B00032EI76,5.0,1
B00032EIAI,4.0,2
B00032EJ48,5.0,1
B00032EZRY,5.0,1
B00032FS02,4.708333333333333,24
B00032FTXS,5.0,1
B00032G1S0,4.2,10
B00032GB7G,3.0,1
B00032GC3E,4.0,1
B00032GHMA,5.0,3
B00032GJMS,4.0,3
B00032GNEW,4.0,1
B00032GP1S,5.0,2
B00032GQLC,4.666666666666667,3
B00032GS92,3.7142857142857144,7
B00032GSGA,2.0,1
B00032GSHE,1.0,1
B00032GSI8,3.0,4
B00032H2V0,5.0,4
B00032H7YW,3.0,1
B00032HBAC,5.0,2
B00032HBDY,4.0,4
B00032HPBW,5.0,2
B00032IEXU,4.0,3
B00032IFCU,4.545454545454546,11
B00032IMHS,4.2,5
B00032IRKA,5.0,2
B00032ISGS,5.0,1
B00032IZHK,5.0,1
B00032JI26,5.0,2
B00032JR68,4.0,1
B00032K4T2,5.0,1
B00032K7Y4,4.0,2
B00032KHL2,5.0,7
B00032KHPI,4.0,3
B00032KHPS,4.2,5
B00032KHSK,5.0,1
B00032KJSS,5.0,1
B00032KL1I,4.0,12
B00032KON8,4.428571428571429,7
B00032KP28,1.0,2
B00032KPZU,5.0,3
B00032KVAE,2.0,1
B000371CD4,3.0,2
B000371CDO,5.0,1
B0003PDYE6,5.0,1
B0003QH7CA,5.0,1
B0003QY3AY,4.0,4
B0003QY3B8,3.6666666666666665,3
B0003QY3KY,4.833333333333333,6
B0003RSVVA,5.0,1
B0004E7U8M,4.0,7
B0004JQW54,2.4285714285714284,7
B0004JR2TO,5.0,1
B0004JR8SE,4.375,16
B0004LVZS6,5.0,4
B0004LW990,3.6666666666666665,3
B0004LWU26,5.0,2
B0004LWU5I,3.3333333333333335,9
B0004LWYOA,4.142857142857143,7
B0004LX1TC,2.0,1
B0004LX9ZS,4.0,9
B0004LXAKM,3.0,2
B0004LXCZ0,5.0,1
B0004LXGGA,5.0,1
B0004LXQVK,5.0,1
B0004LYIDA,5.0,1
B0004LYJ84,3.0,1
B0004LYJY8,5.0,1
B0004LYVF0,5.0,2
B0004LYXTY,3.857142857142857,7
B0004LZGJK,4.25,4
B0004LZMX0,5.0,2
B0004LZPBE,5.0,1
B0004LZSYS,4.916666666666667,12
B0004LZU96,5.0,1
B0004LZUSW,4.5,2
B0004LZYAG,4.5,2
B0004LZYIS,3.5,2
B0004M05ZY,5.0,1
B0004M09E6,5.0,1
B0004M0BZS,1.0,1
B0004M0DDS,3.0,2
B0004M0GJ4,4.8,5
B0004M0GZS,5.0,1
B0004M0HPM,3.8,5
B0004M0NPG,5.0,1
B0004M0P5O,5.0,2
B0004M0PVI,4.666666666666667,3
B0004M11ZC,4.5,2
B0004M1972,4.666666666666667,3
B0004M1AB2,5.0,3
B0004M1FGW,5.0,2
B0004M1G1G,3.5,2
B0004M1J54,5.0,2
B0004M1LXE,5.0,1
B0004M1S0K,5.0,1
B0004M1WYM,3.0,2
B0004M252U,4.0,1
B0004M29IA,5.0,5
B0004M2CNM,5.0,1
B0004MSTYI,5.0,2
B0004MT9DS,4.75,4
B0004MTEF6,5.0,1
B0004MTM94,1.0,1
B0004MTM9O,5.0,1
B0004MTM9Y,5.0,3
B0004MTMAI,1.0,1
B0004MTMAS,4.0,1
B0004MTSHK,4.0,1
B0004MTZQE,4.823529411764706,17
B0004MU1V2,3.0,2
B0004MU38I,5.0,1
B0004MU4NC,5.0,1
B0004MUF4U,1.5,2
B0004MUFWW,5.0,1
B0004MUMYS,5.0,1
B0004MUVNA,5.0,1
B0004MUW84,1.5,2
B0004MUYZK,5.0,1
B0004MUZKO,5.0,1
B0004MVM0G,3.0,2
B0004MVRII,5.0,1
B0004MVSY6,2.0,1
B0004MWTEY,1.0,1
B0004MXAPQ,4.0,1
B0004MXAQU,4.0,1
B0004MXD1M,5.0,1
B0004MXKOC,5.0,2
B0004MXMTA,3.6666666666666665,3
B0004MXOFM,5.0,1
B0004MXOG6,4.666666666666667,3
B0004MXX6W,2.6,5
B0004MYC8U,5.0,1
B0004MYGCW,2.5,2
B0004MYJ3I,5.0,1
B0004MZ0O0,4.0,4
B0004MZB9E,4.0,1
B0004MZC6G,5.0,1
B0004MZI56,3.0,2
B0004MZOCI,1.0,1
B0004MZP18,5.0,1
B0004MZQT4,2.3333333333333335,3
B0004MZVIA,5.0,2
B0004N03SC,5.0,1
B0004N03TQ,3.0,1
B0004N08VE,5.0,3
B0004N0E2C,5.0,2
B0004N0EAE,4.0,1
B0004N0H24,3.5,2
B0004N0IBO,5.0,1
B0004N1K48,4.571428571428571,14
B0004N1K5C,5.0,1
B0004QD85Y,3.0,1
B0005WS1BI,5.0,1
B0005XMADC,5.0,3
B0005XMC94,5.0,2
B0005XMKBO,5.0,1
B0005XMKD2,5.0,1
B0005XMOI8,4.545454545454546,11
B0005XMSSO,3.8333333333333335,6
B0005XMXQG,2.0,2
B0005XMXTS,5.0,1
B0005XN6GM,5.0,1
B0005XN9FA,5.0,2
B0005XN9HI,4.642857142857143,14
B0005XNERS,5.0,1
B0005XNHOI,3.0,1
B0005XNIF6,5.0,1
B0005XNJ5U,4.0,1
B0005XNKG8,3.0,1
B0005XNLD0,5.0,1
B0005XNQQ2,5.0,2
B0005XNQTE,4.0,1
B0005XNQTY,1.0,1
B0005XNXB0,5.0,1
B0005XO2ME,2.3684210526315788,19
B0005XO2O2,1.0,1
B0005XO2OM,4.0,2
B0005XO85A,4.428571428571429,21
B0005XO87I,5.0,1
B0005XO88C,4.5,2
B0005XO8FK,5.0,1
B0005XOD32,5.0,1
B0005XODQO,3.0,1
B0005XODQY,5.0,2
B0005XODRS,4.0,1
B0005XOHGA,5.0,1
B0005XOJEA,5.0,3
B0005XOPQ2,5.0,1
B0005XORRO,2.0,1
B0005XORU6,5.0,7
B0005XOT8Q,4.5,2
B0005XOVCA,5.0,3
B0005XOVY8,1.0,1
B0005XP1E2,4.888888888888889,9
B0005XP3WW,5.0,1
B0005XP6HO,5.0,2
B0005XP6J2,5.0,14
B0005XP6JW,5.0,6
B0005XPC0A,4.0,2
B0005YKSEE,5.0,1
B0005YKSGC,4.6,5
B0005YKSGM,5.0,2
B0005YKSI0,4.0,1
B0005YKX1M,5.0,1
B0005YL1Y0,4.0,1
B0005YL1ZO,4.5,2
B0005YL20I,4.0,1
B0005YL2WG,4.0,1
B0005YL6QI,4.0,5
B0005YL9EM,3.8333333333333335,6
B0005YLBQ8,5.0,2
B0005YLGIG,5.0,1
B0005YLL9K,4.428571428571429,7
B0005YLN0W,5.0,1
B0005YLOH4,5.0,1
B0005YLONI,4.0,4
B0005YLS34,5.0,1
B0005YLTQA,5.0,1
B0005YLTVA,2.0,1
B0005YLUDC,5.0,2
B0005YLUPK,5.0,1
B0005YLUQO,5.0,1
B0005YM0UY,5.0,2
B0005YM0WM,5.0,1
B0005YM306,5.0,2
B0005YM5WM,5.0,1
B0005YM60I,5.0,1
B0005YMAC2,5.0,2
B0005YMACM,4.5,10
B0005YMEFK,5.0,2
B0005YMJR8,3.0,2
B0005YMK68,5.0,3
B0005YMKMC,5.0,1
B0005YMKP4,4.0,1
B0005YMLQW,3.0,2
B0005YMM9I,4.0,1
B0005YMP04,5.0,2
B0005YMPX6,4.75,8
B0005YMS5Q,5.0,2
B0005YMUWW,5.0,2
B0005YMUZY,5.0,1
B0005YMV1W,5.0,2
B0005YN0I0,1.0,1
B0005YN0OE,5.0,1
B0005YN2Z6,5.0,1
B0005YN4N6,5.0,1
B0005YN61Q,5.0,1
B0005YN6VG,4.621621621621622,37
B0005YVCJE,2.0,1
B0005YVCX0,4.5,2
B0005YVDSY,4.0,1
B0005YVDVG,1.0,3
B0005YVEHO,5.0,1
B0005YVIK2,5.0,1
B0005YVIVG,5.0,1
B0005YVQGI,5.0,1
B0005YVT0Q,5.0,1
B0005YVY8S,3.1666666666666665,6
B0005YW0TU,3.0,7
B0005YW1AS,5.0,1
B0005YW5ZY,5.0,1
B0005YW8C4,4.0,4
B0005YW8K6,4.0,4
B0005YWBRQ,5.0,1
B0005YWCAW,5.0,2
B0005YWCM0,1.0,1
B0005YWH2U,4.125,8
B0005YWH7A,2.5,2
B0005YWKX6,5.0,2
B0005YWN74,1.0,1
B0005YWN88,4.571428571428571,7
B0005YWSYM,4.0,3
B0005YX1BG,4.0,7
B0005YX1NE,4.833333333333333,12
B0005YX2QA,5.0,3
B0005YX4B8,3.0,4
B0005YX9HM,4.0,7
B0005YXA3K,5.0,1
B0005YXABC,5.0,1
B0005YXF8A,3.8,10
B0005YXGIY,5.0,1
B0005YXJTU,5.0,1
B0005YXKTY,1.0,1
B0005YXLCU,5.0,3
B0005YXLES,5.0,5
B0005YXP6C,5.0,1
B0005YXP9Y,4.0,5
B0005YXQR0,2.0,1
B0005YXSIM,5.0,1
B0005YXXFU,5.0,1
B0005YXXTG,2.5,4
B0005YY3UE,1.0,1
B0005YY6CO,4.0,1
B0005YYBO2,1.0,1
B0005YYESK,5.0,1
B0005YYHQY,3.0,2
B0005Z5X0W,1.5,2
B0005Z5ZAK,5.0,1
B0005Z63N8,5.0,1
B0005Z6DOM,1.0,2
B0005Z6EUU,5.0,1
B0005Z6F5O,4.0,4
B0005Z6FIQ,5.0,1
B0005Z6LLW,4.0,13
B0005Z6U90,1.0,1
B0005Z6ZK4,4.285714285714286,14
B0005Z732S,5.0,1
B0005Z76IE,5.0,2
B0005Z779C,3.6666666666666665,3
B0005Z7DO6,5.0,1
B0005Z7GMA,5.0,2
B0005Z7HZG,5.0,1
B0005Z7IL4,4.0,4
B0005Z7MXS,5.0,1
B0005Z7N2S,5.0,1
B0005Z7NSM,5.0,1
B0005Z7PI0,4.428571428571429,28
B0005Z7PTO,3.0,1
B0005Z7ROW,5.0,1
B0005Z7U9O,4.0,4
B0005Z7XDW,5.0,1
B0005Z7YIG,3.0,2
B0005Z7YKO,5.0,1
B0005Z83E0,4.4,15
B0005Z83U4,5.0,1
B0005Z849O,4.0,1
B0005Z899Y,3.5,2
B0005Z8GII,5.0,3
B0005Z8I1S,2.5,2
B0005Z8NCM,4.0,12
B0005ZGPFE,5.0,5
B0005ZGQJO,3.6666666666666665,3
B0005ZGXVK,5.0,2
B0005ZGY4Q,4.0,1
B0005ZH1U2,2.0,1
B0005ZH22O,5.0,3
B0005ZH4QI,4.666666666666667,3
B0005ZH9UO,5.0,1
B0005ZHBLG,3.0,4
B0005ZHCZQ,1.3333333333333333,3
B0005ZHEYK,3.5,2
B0005ZHGMU,3.0,2
B0005ZHK9E,1.0,2
B0005ZHOOA,4.0,2
B0005ZHOUO,3.857142857142857,7
B0005ZHPFI,4.7368421052631575,19
B0005ZHPQ2,1.0,1
B0005ZHQGG,1.0,1
B0005ZHWCY,5.0,1
B0005ZHWXI,2.0,1
B0005ZHYSG,4.0,1
B0005ZI0ES,5.0,1
B0005ZI174,4.6,5
B0005ZI2KK,5.0,1
B0005ZI732,2.5,2
B0005ZIAF2,2.75,4
B0005ZIC1O,3.4166666666666665,12
B0005ZIO8K,3.0,1
B0005ZIRSM,5.0,1
B0005ZIWV4,5.0,1
B0005ZIYSK,4.0,3
B0005ZIZNO,4.166666666666667,6
B0005ZJ13M,4.0,1
B0005ZJ4RU,5.0,1
B0005ZJ6TQ,1.0,1
B0005ZJ8JY,3.6666666666666665,3
B0005ZU8UW,5.0,1
B0005ZU8W0,5.0,1
B0005ZU8X4,5.0,1
B0005ZU8XO,4.0,1
B0005ZU9II,4.0,1
B0005ZUAVE,5.0,4
B0005ZUF8W,5.0,1
B0005ZUG86,4.888888888888889,18
B0005ZUM7Q,5.0,2
B0005ZUM9Y,5.0,3
B0005ZUO4M,5.0,1
B0005ZUQBI,5.0,1
B0005ZUV4A,4.0,1
B0005ZUXH0,5.0,2
B0005ZV1CQ,4.333333333333333,3
B0005ZV1GC,5.0,1
B0005ZV64O,1.0,1
B0005ZVA0E,5.0,1
B0005ZVD8S,5.0,2
B0005ZVE8M,5.0,1
B0005ZVGHG,5.0,3
B0005ZVGLM,3.0,1
B0005ZVGLW,5.0,1
B0005ZVON2,4.153846153846154,13
B0005ZVOOG,3.3333333333333335,3
B0005ZVOPA,5.0,3
B0005ZVOR8,5.0,6
B0005ZVPGS,5.0,2
B0005ZVX0Q,4.0,1
B0005ZVX1U,5.0,4
B0005ZW3SM,5.0,1
B0005ZW3UA,1.0,1
B0005ZW3VY,3.2,5
B0005ZWBPC,5.0,2
B0005ZWBRK,5.0,1
B0005ZWIVY,5.0,1
B0005ZWN0A,4.0,1
B0005ZWP6M,5.0,3
B0005ZWVP2,5.0,1
B0005ZX38Q,5.0,3
B0005ZX5F2,5.0,1
B0005ZX5PM,4.5,2
B0005ZXALG,5.0,1
B0005ZXHLO,5.0,1
B0005ZXJ26,5.0,3
B0005ZXJYY,5.0,3
B0005ZXKX4,3.0,1
B0005ZXKXO,5.0,1
B0005ZXPPW,5.0,4
B0005ZXPY8,4.857142857142857,14
B0005ZXX1S,4.571428571428571,7
B0005ZXXWM,5.0,1
B0005ZY9G6,5.0,1
B0005ZY9HU,4.0,1
B0005ZY9XO,5.0,2
B0005ZYB9G,3.0,1
B0005ZYD4O,1.0,1
B0005ZYFKQ,4.5,2
B0005ZYFME,4.833333333333333,6
B0005ZYJTI,5.0,3
B0005ZYKCE,4.0,4
B0005ZYN62,5.0,3
B0005ZYOV6,2.0,2
B0005ZYP24,5.0,1
B0005ZYR36,4.0,1
B0005ZYSHQ,4.9,10
B0005ZYSI0,4.6,10
B0005ZYSIA,3.8,10
B0005ZYU4W,4.5,2
B0005ZZ4AG,1.0,1
B0005ZZ4B0,5.0,2
B0005ZZ4CE,3.6666666666666665,3
B0005ZZADW,5.0,1
B0005ZZE6A,2.8333333333333335,6
B0005ZZFUA,5.0,1
B0005ZZI8E,3.6666666666666665,3
B0005ZZMWQ,5.0,1
B0005ZZNX4,5.0,1
B0005ZZSIE,5.0,1
B0005ZZSLQ,5.0,1
B0005ZZSM0,5.0,2
B0005ZZSSE,3.5,4
B0005ZZVJK,5.0,1
B0005ZZX6Q,1.0,2
B0006003RY,5.0,1
B00060047I,4.333333333333333,6
B0006004B4,5.0,2
B0006004C8,4.529411764705882,17
B00060055O,4.0,7
B000600DVU,4.0,1
B000600OY6,5.0,2
B00060MMV4,1.0,1
B00060MP8O,4.0,3
B00060MPDY,5.0,1
B00060MQTC,5.0,1
B00060MRJQ,5.0,1
B00060MTQC,5.0,1
B00060MVXS,5.0,3
B00060MWMI,4.333333333333333,3
B00060MX6I,4.714285714285714,7
B00060MYVW,4.666666666666667,6
B00060N4U2,5.0,3
B00060N592,5.0,1
B00060NA3S,5.0,1
B00060NEOI,2.0,1
B00060NGXC,5.0,2
B00060NJT8,4.75,4
B00060NKU6,4.0,1
B00060NMMC,5.0,1
B00060NPCE,5.0,4
B00060NTKC,5.0,2
B00060NUEW,5.0,3
B00060NVW8,4.5,10
B00060O0P0,4.0,1
B00060O4DS,5.0,1
B00060O7H6,5.0,3
B00060OD66,5.0,1
B00060OG8Q,3.5,4
B00060OHZS,4.0,5
B00060ONFW,3.2,5
B00060OWW6,3.0,1
B00060PCJI,4.6,5
B00060PDHE,3.2,5
B00060PII8,5.0,1
B00060PJK0,3.0,4
B00060PP3Q,5.0,1
B00060PTLO,4.454545454545454,33
B00060Q6I4,5.0,1
B00060QK4E,5.0,3
B00060QOQI,3.0,2
B00060QQMA,5.0,1
B00060QS8W,5.0,1
B00060QVWA,1.0,1
B00060QWOC,5.0,3
B00060QXP0,5.0,4
B00060QZIU,5.0,1
B00060R6YM,5.0,1
B00060RB4M,5.0,2
B00060XKM4,5.0,1
B00060Y4GA,5.0,1
B00060YICK,2.0,1
B00060YV9K,2.0,1
B00060YVTU,5.0,2
B00060YVUE,5.0,1
B0006129GG,4.0,1
B0006129ZM,5.0,1
B000612VL4,4.8,10
B000612XM6,5.0,1
B000612XQC,5.0,1
B0006136E0,5.0,1
B0006136FO,5.0,1
B00061BFE8,5.0,4
B00061BORG,2.0,1
B00061BW14,4.333333333333333,3
B00061C2P4,4.0,8
